CUID,RUID,SSN,first name,middle initial,last name,street number,street name,apartment number,city,state,zipcode
1239,8485,108405650,Smitherman,Y,Nojiri,143,Shandra,6a8,Boulder,CO,80308
1242,1242,0,Twyver,S,Cochiara,921,Habsah St,5a2,Chadbourn,NC,28431
1242,19936,0,Twyver,S,Cochiara,921,Habsah St,5a2,Chadbourn,NC,28431
1244,12078,230255437,Chihua,I,Lebeau,781,Salz,5i7,Tuthill,SD,57574
1244,1244,230255437,Chihua,I,Lebeau,177,Elia Road,3n1,Contoocook,NH,3229
1246,1246,534506477,Aeriela,W,Pimiskern,467,Zlatin Road,4q4,Gurabo,PR,658
1246,7211,534506477,Aeriela,W,Pimiskern,467,Zlatin Road,4q4,Gurabo,PR,658
1246,10728,534506477,Aeriela,W,Pimiskern,467,Zlatin Road,4q4,Gurabo,PR,658
1249,17192,0,Fania,D,Sharrard,591,Kyee Ave,0x7,Boaz,KY,42627
1249,1249,0,Fania,D,Sharrard,441,Emami St,5s8,Boaz,KY,42027
1251,1251,0,Hiatt,H,Kakemura,57,Rubio Avenue,0.00E+00,Burlington,VT,5404
1252,1252,661482476,Feist,O,Cami,889,Franke Ave,0p2,Kingman,AZ,86443
1253,1253,337576827,Mage,,Sherratt,495,Tellup Lane,7q4,Waterbury,CT,6716
1254,1254,235686200,Kazmer,W,Korda,499,tiuseppe Ave,6.00E+03,Little Eagle,SD,57639
1254,9423,235686200,Kazmer,W,Korda,499,Giuseppe Ave,6.00E+03,Little Eagle,SD,57639
1256,1256,781827045,Kauari,E,Bovenizer,259,Abernathy Ave,4t2,Portland,ME,4124
1257,1257,0,Ermey,T,Rothweiler,983,Survey,5b4,Mc Farland,WI,53558
1258,13754,0,Sonny,Q,Elkaim,240,Kembre Avenue,1b5,Levering,MI,49755
1258,11122,0,Sonny,Q,Elkaim,240,Kember Avenue,1b5,Leuvering,MI,49755
1258,1258,0,Sonny,Q,Elkaim,240,Kember Avenue,1b5,Levering,MI,49755
1261,1261,313626342,Margarette,P,Cris,528,Irfan Lane,7i7,Silver Cliff,CO,81249
1261,10622,313626342,Margarette,P,ris,528,Irfan Lane,7i7,Silver Cliff,CO,81249
1261,5301,313626342,Margarette,P,Cris,528,Irfan Lane,7i7,Silver Cliff,CO,81249
1264,1264,0,Hoelper,q,Deluna,,PO Box 2287,,Tropic,UT,84776
1264,11728,0,Hoelper,H,Deluhna,,PO Box 2287,,Trpoic,UT,84776
1264,15051,0,Hoelper,H,Deluna,,PO Box 2287,,Tropic,UT,84776
1267,12357,715670737,Kissel,S,Maddie,107,Gripenberg Road,2a7,Washington,DC,20045
1267,1267,715670737,Kissel,S,Maddie,107,Gripenberg Road,2a7,Washington,DC,20045
1269,1269,128801782,Dalaroy,D,Stropp,177,Cazaux Ln,6d3,Las Vegas,NV,89120
1269,19991,128401722,Dalaroy,D,Stropp,696,Steinfield Road,5v1,Las Vegas,NV,89120
1269,18730,128801782,Dalaroy,D,Stropp,137,Cazaux Ln,6d3,Las Vegas,NV,89120
1272,1272,0,Roulez,H,Itaru,756,Westenskow Pkwy,6.00E+02,Hanapepe,HI,96716
1273,1273,0,Milano,,Widlake,634,Kammeyer Avenue,8r7,Cedar City,MO,65022
1273,4416,0,Milano,,Widlake,634,Kammeyer Avenue,8r7,Cedar City,MO,65022
1275,4201,471306434,Dzugas,L,Ingarao,313,Rufina St,5v5,Venedocia,OH,45894
1275,2062,471306434,Dzugas,L,Ingarao,313,Rufina St,5v5,Venedocia,OH,45894
1275,1275,471306434,Dzugas,L,Ingarao,313,Rufina St,5v5,Venedocia,OH,45894
1278,1278,0,Yonamine,C,Mavrou,714,Raili Avenue,1.00E+07,Cruz Bay,VI,831
1279,1279,0,Zee,O,Easterly,695,Tukima Rd,3u0,Hope Hull,AL,36043
1280,1280,0,Palwinder,F,Eunchae,164,Dnadoc Street,7y0,Slocum,RI,2877
1281,20148,305186026,Ackmann,R,Warmenhoven,986,Saatweber,4y2,Pittsburgh,PA,15233
1281,1281,308186006,Ackmann,R,Warmenhoven,986,Saatweber,4y2,Pittsburgh,PA,15233
1283,3886,576052263,Grazi,D,Husband,510,Barbin St,5g7,Pawtucket,RI,2863
1283,16885,546352263,Graziz,D,concettina,767,Bxutel Street,4k1,Newburg,WV,26410
1283,1283,546352263,Grazi,D,Husband,510,Barbin St,5g7,Pawtucket,RI,2863
1286,1286,0,Mellba,V,Johni,653,Delmary Pkwy,0y7,ashington,DC,20019
1286,12992,0,Mellba,V,Johni,853,Delmar Parkway,0y7,Washington,DC,20019
1288,1288,388778280,Patti,,Ashford,477,Danica,7l2,Toledo,OH,43682
1289,15740,0,Tamotsu,V,Borra,246,Indindnoli Street,3w0,Billings,MT,59115
1289,1289,0,Tamotsu,V,Borra,246,Indindoli Street,3w0,Billings,MT,59115
1291,1291,686608305,Zolit,P,Skipp,851,xFolk Road,3l6,Bernalillo,NM,87004
1291,9369,686608302,Zolit,P,Skipp,851,Folk Road,3l6,Bernalillo,NM,87004
1293,1293,618745355,Rosalyn,P,Ruegamer,892,Seton Lane,2h4,Chepachet,RI,2814
1293,20815,618745355,Rosalyn,P,Ruegamer,692,Setton Lane,2h4,Chepachet,RI,2814
1295,5410,778501606,Prretti,E,Justine,201,Ceccolini Lane,7h2,Lochloosa,FL,32662
1295,1295,778501606,Perretti,E,Justine,201,Ceccolini Lane,7h2,Lochloosa,FL,32662
1297,1297,655272740,Costas,,Karuppiah,695,Tewei Ln,5i2,Colorado Springs,CO,80918
1298,14623,0,Ish,T,Kohlstaedt,957,Lieser Lane,7n8,Rush Springs,OK,73082
1298,1298,0,Ish,T,Kohlstaedt,957,Lieser Lane,7n8,Rush Springs,OK,73082
1300,10015,412543814,Nelly,L,Brenda,785,Bryce Street,8x2,Baton Rouge,LA,70801
1300,1300,412443214,Nelly,L,Brenda,785,Bryce Street,8x2,Baton Rouge,LA,70801
1302,12237,0,Hellinckx,T,Maiz,431,Sukandar,4b5,Appleton,WI,54913
1302,1302,0,Hellinckx,T,Maiz,431,Sukandar,4b5,Appleton,WI,54913
1304,17775,0,Bergen,Q,Fedyshyn,555,Munikoti St,5p8,Norwalk,CT,6854
1304,3753,0,Brgen,Q,Fedyshyn,557,Munikoti St,5p8,Norwalk,CT,6854
1304,1304,0,Bergen,Q,Fedyshyn,555,Munikoti St,5p8,Norwalk,CT,6854
1307,1307,130755235,Bloedon,S,Ebel,732,Heimbuck Ave,4y3,Saint Lawrence,SD,57373
1307,12817,130755235,Bloedon,S,Eble,752,Heimbuck Ave,4y3,Saint Lawrence,SD,57373
1309,9281,422078222,Chirhart,U,Marcinek,264,Staehle Pkwy,3g4,Canvoanas,PR,629
1309,15672,442078242,Chirhart,U,Marcinek,234,Syaehle Pkwy,3g4,Canovanas,PR,629
1309,1309,442078242,Chirhart,U,Marcinek,264,Staehle Pkwy,3g4,Canovanas,PR,629
1312,6205,0,ehitby,J,Newbold,524,Azulay Ave,2r2,lmaha,NE,68123
1312,11194,0,Whitby,J,Newbold,524,Azulahy Ave,2r2,Omaha,NE,68123
1312,1312,0,Whitby,J,Newbold,524,Azulay Ave,2r2,Omaha,NE,68123
1315,1315,258523650,Poblenz,M,Buckingham,710,Yach Road,8m7,Seattle,WA,98119
1315,14089,28523650,Poblenz,M,Buckingham,742,Yach Road,8m7,Seattle,WA,98119
1315,15565,258523650,Poblenz,M,Buckingham,712,Yach Road,8m7,Seattle,WA,98119
1318,1318,0,Heyvaert,,Quatman,315,Siiri Lane,3a2,Max,ND,58759
1318,11053,0,Heyvaert,,Quatman,315,Siiri Lane,3a2,Max,ND,58759
1320,13212,821412568,Dalecio,,Oliver,175,Heimey Road,0p3,Fairbakns,MN,71240
1320,1320,321412568,Dalecio,,Oliver,175,Heiney Road,0p3,Fairbanks,LA,71240
1322,1322,0,Gallinger,O,Pagliaro,831,Pilon St,8j5,Christiansted,VI,824
1322,4426,0,Gallinger,O,Pagliaro,831,Pilon St,8j5,Christiansted,VI,824
1324,4580,0,Barbie,Y,Shanon,553,Amalea Rd,2q2,Saludqa,VA,23149
1324,1324,0,Barbie,Y,Shanon,641,Ufomadu Rd,0z8,Saluda,VA,23149
1326,1326,666486137,Younglove,C,Griggs,937,Frank Ave,0u8,Plainfield,NH,3781
1327,7416,351410104,Floridia,Q,Anglade,90,Roind St,7f4,South Woodstock,CT,6267
1327,1327,351010154,Floridia,Q,Anglade,90,Roine St,7f4,South Woodstock,CT,6267
1329,9685,767144457,Lakhal,M,Fraidenburg,479,Apurba Street,3s3,Lockhart,AL,36455
1329,3278,767144457,Lakhal,M,Fraidenburg,347,Zinburg Avenue,0q5,Lockhart,AL,36455
1329,1329,767144457,Lakhal,M,Fraidenburg,347,Zinburg Avenue,0q5,Lockhart,AL,36455
1332,1332,0,Goretsas,O,Yannis,397,Burts Ave,8b8,Ocean View,NJ,8230
1333,1333,527563874,Reymond,B,Antoinett,725,Bestebreurtje Street,8a1,New Orleans,LA,70127
1333,11006,527563378,Reymond,B,Antoinett,225,Bestebreurtje Street,8a1,bNew Orleans,AR,70121
1333,8028,527563874,Reymond,B,Antoinett,725,Bestebreurtje Street,8a1,New Orleans,LA,70127
1336,1336,173545075,Vecchi,H,Morini,950,Gulliver St,0j2,Sturkie,AR,72578
1337,1337,351363824,Hiers,P,Thibodeaux,482,Peafo,6s2,Spartqa,MO,65753
1337,20600,351363824,Hiers,P,Thibodeaux,486,Pearo,6s2,Sparta,MO,65753
1339,1339,405775837,Roselyne,W,Lucas,900,Louie Avenue,6g0,Newton Falls,OH,44444
1340,5923,0,Espino,E,Saemah,532,Fenske,1o7,Ogden,UT,84404
1340,1340,0,Espino,E,Saemah,532,Fenske,1o7,Ogden,UT,84404
1342,21108,241106568,Graggory,K,Favorite,5,Dickens Rd,1s1,Lorcdsburg,FL,88045
1342,1342,241106568,Graggory,K,Favorite,45,Dickens Rd,1s1,Lordsburg,NM,88045
1344,9609,350658861,Mellott,,Couchie,89,Heoh Road,3q2,Gilmanton Iron Works,NH,3837
1344,1344,350608881,Mellott,,Couchie,239,Heoh Road,3q2,Gilmanton Iron Works,NH,3837
1344,20603,350658861,Mellott,,Couchie,289,Heoh Road,3q2,Gilmanton Iron Works,NH,3837
1347,21089,742421655,Bame,,Kriton,362,Sesser Avenue,5j7,Fory Loudon,PA,17224
1347,1347,742421655,Bame,,Kriton,362,Sesser Avenue,5j7,Fort Loudon,PA,17224
1349,16498,255032266,Taff,O,Chanpong,,PO Box 2742,,Christiansted,VI,824
1349,10843,250002266,Taff,O,Chanpong,,PO Box 274p2,,Cristiansted,VI,824
1349,1349,255032266,Taff,O,Chanpong,,PO Box 2742,,Christiansted,VI,824
1352,10943,253776776,Wnyar,K,Schnurr,355,Engelen Rd,4l1,Mahlius,IL,61338
1352,1352,253776776,Wynar,K,Schnurr,355,Engelen Rd,4l1,Manlius,IL,61338
1354,16199,0,Maronda,T,Ananda,209,Veilleu Rd,4r1,Shacron,WI,53585
1354,12322,0,Maronda,T,Ananda,609,Veilleux Rd,4r1,Sharon,WI,53585
1354,1354,0,Maronda,T,Ananda,609,Veilleux Rd,4r1,Sharon,WI,53585
1357,1357,0,Ardella,Z,Newell,542,Sienggo Road,8n0,Killduff,IA,50137
1357,6046,0,Ardella,Z,Newell,544,Sienggo Road,8n0,Killduff,IA,50137
1359,2018,0,Kirchstein,W,Daniluk,538,Best Street,6g2,Washington,DC,20030
1359,1359,0,Kirchstein,W,Daniluk,538,Best Street,6g2,Washington,DC,20030
1361,1361,250426642,Marker,W,Abbott,779,Jamer Ave,0z3,Pringle,SD,57773
1362,1362,257784532,Dolgov,,Jiam,951,Renteria Avenue,6b2,Bellebille,IL,62222
1362,15938,257784532,Dolgov,,Jiam,951,Renteria Avenue,6b2,Belleville,IL,62222
1364,4212,168342388,seathersbee,,Zieminski,532,Kewisi Rd,4t8,APO Sab Francisco,GU,96334
1364,1364,168342388,Weathersbee,,Zieminski,232,Kweisi Rd,4t8,APO San Francisco,GU,96334
1366,1366,617054001,Kuzmich,J,Pulliam,536,Ermey Ave,8z2,Earlimart,CA,93219
1367,10776,304627033,Dasrath,M,Traner,376,Karlsen,7i2,Valparaiso,NE,68065
1367,1367,304027037,Dasrath,M,Traner,376,Karlsen,7i2,Valparaiso,NE,68065
1367,12432,304627033,Dasrath,M,Traner,376,Karlsen,7i2,Valparaiso,NE,68065
1370,1370,0,Ogush,F,Tindel,446,Sweeney Street,4a6,Jackson,AL,36501
1371,9006,172643713,Teske,I,Lev,195,Bieze St,0t4,Aguadilla,PR,604
1371,1371,172643713,Teske,I,Lev,195,Bieze St,0t4,Aguadilla,PR,604
1371,8512,172643713,Teske,I,Lev,195,Bieze St,0t4,Aguadilla,PR,604
1374,1374,625120607,Keeler,W,Jhangiani,,PO Box 2329,,Newfields,NH,3856
1375,1375,323568757,Ramondt,E,Godden,,PO Box 3986,,Miami,FL,33197
1376,1376,863167130,New,,Vivies,744,lorissi,3a5,Buckner,MO,64016
1376,19477,113167130,New,,Vivies,744,Florissi,3a5,Buckner,MO,64016
1378,11939,0,Karen,V,Minucci,50,Ngina Road,4c2,Sea Cliff,NY,11579
1378,5158,0,Karen,V,Muucci,50,Ngina Road,4c2,Sea Cliff,NY,11579
1378,1378,0,Karen,V,Minucci,50,Ngina Road,4c2,Sea Cliff,NY,11579
1381,1381,0,Knee,Y,Cazaux,525,Ezechiel Avenue,7c2,Colorado Springs,CO,80960
1381,8702,0,Knee,Y,Cazaux,525,Ezechiel Avenue,7c2,Colorado Springs,CO,80960
1383,18378,456673837,Roa,F,Davoud,587,Garfinkel Ln,7p2,Pompton Plains,NJ,7444
1383,1383,456673837,Roa,F,Davoud,587,Garfinkel Ln,7p2,Pompton Plains,NJ,7444
1385,2097,650676238,Dorell,R,Rafaea,808,Clelia Street,4o2,Beosawe,NJ,89821
1385,11692,650676238,Dorell,R,Rafaelab,868,Clelia Street,4o2,Beowawe,NV,89821
1385,1385,650676238,Dorell,R,Rafaela,808,Clelia Street,4o2,Beowawe,NV,89821
1388,11158,306027372,Scovill,E,Kroener,671,Fiochot St,7y4,Mobile,AL,36690
1388,1388,308027371,Scovill,E,Kroener,631,Fichot St,7y4,Mobile,AL,36690
1390,1390,0,Chevillard,X,Montello,77,Lundquist Lane,5y7,Arvada,CO,80005
1390,15624,0,Chevillard,X,Montello,576,Shibazaki Rd,0p0,Arvada,CO,80005
1390,15001,0,Chevillard,X,Montello,576,Shibazaki Rd,0p0,Arvada,CO,80005
1393,1393,245527644,Stanislaus,D,Alard,592,Kerner Avenue,2h4,Gould City,MI,49838
1393,16463,245527644,Stanislaus,D,Aalrd,592,Kerner Avenue,2h4,Gould City,MI,49838
1393,3470,245527644,Stanislaus,D,Alard,592,Kerner Avenue,2h4,Gould City,MI,49838
1396,1396,787283553,Matthus,Y,Urbanus,112,Sudduth Avenue,2l7,Columbia,MO,65201
1396,18747,787283553,Matthus,Y,Urbanus,112,Sudduth Avenue,2l7,Columbia,MO,65201
1398,1398,840580055,Segunda,X,Papisca,,PO Box 2664,,Mc Fall,MO,64657
1398,11743,40440055,Segunda,X,Papisca,,PO Box 2664,,Mc Fqll,MO,64657
1398,8677,140540055,Segunda,X,Papisca,,PO Box 2664,,Mc Fall,MO,64657
1401,1401,131687872,Saiboonesa,,Mariabella,403,Marivi Avenue,4h4,Chswold,DE,19936
1401,3850,151687372,Saiboonesa,,Mariabella,403,Marivi Avenue,4h4,Cheswold,DE,19936
1401,6933,131687872,Saiboonesa,,Mariabella,403,Marivi Avenue,4h4,Cheswold,DE,19936
1404,1404,248852616,Bilden,L,Supnet,724,Guttman Ave,6l3,Sharon,ND,58277
1404,10863,248852616,Bilen,L,Supnet,724,Guttman Ave,6l3,Sharon,ND,58277
1406,1406,272735511,Fekade,I,Chrysa,531,Bajohra Street,3l2,Morgan,VT,5853
1407,1407,284153315,Henson,J,Hedi,,PO Box 516,,Lawrenceville,PA,16929
1408,16197,215858162,Maxi,I,Patcor,262,gFox Road,8w6,Caroline,WI,54928
1408,16044,215858162,Maxi,I,Patcor,268,Fox Road,8w6,Caroline,WI,54928
1408,1408,215858162,Maxi,I,Patcor,262,Fox Road,8w6,Caroline,WI,54928
1411,1411,324676486,Schroetlin,K,Covitt,184,Staab Ln,2i3,Windham,NH,3087
1412,1412,516827862,Trainer,F,Pfeil,363,Juvet,2l1,Great Falls,MT,59401
1412,16603,516827852,Trainer,F,Pfeil,363,Juvet,2l1,Great Falls,MT,59401
1414,3625,283721435,Griner,I,Bagge,749,Lande St,3f0,Slidell,LA,70469
1414,5174,283724835,Griner,I,Bagge,749,Lande St,3f0,Slidell,LA,70469
1414,1414,283721435,Griner,I,Bagge,749,Lande St,3f0,Slidell,LA,70469
1417,1417,0,Boettcher,S,Nirmal,,PO Box 1895,,Fayette,AL,35555
1418,14269,0,Hamilton,P,Sibert,821,Manry Ave,7n8,Etoile,TX,75944
1418,1418,0,Hamilton,P,Sibert,821,Manry Ave,7n8,Etoile,TX,75944
1420,9593,426273521,Bagshaw,O,Aggergaard,,PO Box 4926,,fRoanoke,VA,24018
1420,1420,426273521,Bagshaw,O,Aggergaard,,PO Box 4926,,Roanoke,VA,24018
1422,1422,758064272,Teichroeb,S,Lent,351,Ancre Street,1i3,Christiansted,VI,822
1423,6224,364148376,Edelhard,I,Reinlie,12,Cossota Avenue,7o4,Agana,GU,96924
1423,1423,364148376,Edelhard,I,Reinlie,12,Cossota Avenue,7o4,Agana,GU,96924
1425,16109,742151774,Bogdon,U,Norsiah,582,Guschekbauer Street,8a4,Cleveland,TN,37311
1425,1425,742151774,Bogdon,U,Norsiah,582,Guschelbauer Street,8a4,xleveland,TN,37311
1425,11174,742151774,Bogdon,U,Norsiah,582,Guschelbauer Street,8a4,Cleveland,TN,37311
1428,1428,503354733,Schmillen,,Barbagallo,249,Hjelle Avenue,4o5,Freeland,MI,48623
1429,1429,0,Boppana,,Harbin,,PO Box 116,,Woodruff,UT,84086
1429,14540,0,Boppana,,Harbin,710,Teicher Ave,4c7,Woodruff,UT,84086
1429,2425,0,Boppana,,Harbin,,PO Box 116,,Woodruff,UT,84086
1432,1432,716403444,Sterry,C,Leckie,856,Petrescu Rd,0d8,Keith,KY,40846
1433,1433,0,Byrle,C,Kathyb,828,Poschmann Parkway,0a4,Mission Ridge,SD,57557
1434,1434,360626538,Watzinger,H,Tama,899,Benilda Avenue,0q2,Regia,VA,21540
1434,19479,360626516,Watzinger,H,Tama,899,Benilda Avenue,0q2,Regina,VA,22540
1436,20986,261265381,Shivaun,A,Lorch,832,Gafvin Ln,8i5,Van Tassell,WY,82242
1436,17059,261265381,Shivaun,A,Loxrch,838,fGavin Ln,8i5,Van Tassell,WY,82242
1436,1436,261265381,Shivaun,A,Lorch,838,Gavin Ln,8i5,Van Tassell,WY,82242
1439,7106,345574783,Cato,V,Schipholt,118,Jav Road,0d4,Lovell,WY,82431
1439,14446,345574783,Cato,V,Schipholt,887,Mcgarry Road,0h5,Goshen,VA,3752
1439,1439,345574783,Cato,V,Schipholt,118,Jav Road,0d4,Lovell,WY,82431
1442,12468,447764545,Dharam,,Giesa,498,eremet St,7k8,Honolulu,HI,96806
1442,1442,447764545,Dharam,,Giesa,908,Sakai Road,8i6,Highland,WI,53543
1444,7307,157201463,Vaage,J,Bilbao,655,Daquano Rd,6c3,kexa,AR,72355
1444,19577,157201463,Vaage,J,Bilbao,655,Dawuano Rd,6c3,Lexa,AR,72355
1444,1444,157201463,Vaage,J,Bilbao,655,Daquano Rd,6c3,Lexa,AR,72355
1447,1447,674384442,Diluglio,k,Hannie,242,Minette Avenue,3v5,Odessa,DE,19730
1447,19392,674384442,Diluglio,M,Hannie,242,Minette Avenue,3v5,Odessa,DE,19730
1449,1449,180040331,Mcarthur,G,Wooley,389,Fiske,6i0,Washington,DC,20577
1450,1450,527341380,Foerst,Q,Narvion,929,Weitzel Pkwy,3i0,Wellington,CO,80549
1451,1451,233741266,Glanfield,M,Birks,178,Timleck Ave,0i6,Lucile,ID,83542
1452,11490,474625430,Jarrad,L,Zlotnick,62,Darrick Street,0a4,Pawtuckret,RI,2861
1452,13028,474625430,Jarrad,L,Zlotnick,62,Darrick Street,0a4,Pawtucket,RI,2861
1452,1452,474625430,Jarrad,L,Zlotnick,62,Darrick Street,0a4,Pawtucket,RI,2861
1455,1455,383854420,Diethild,S,Bolm,626,Chiarini Avenue,7l6,Woodward,OK,73803
1456,1456,270642035,Lewiss,S,Bayes,366,Suda St,2v5,Juncos,PR,666
1457,1457,0,Mo,I,Tandoc,594,Wernette,0k4,Portsmouth,NH,3805
1458,3161,0,Dunin,A,Menacho,660,Melesa Ln,6i5,Cumberland,NC,28331
1458,1475,0,Dunin,A,Menacho,680,Melsea Ln,6i5,Cumberland,NC,28331
1458,1458,0,Dunin,A,Menacho,660,Melesa Ln,6i5,Cumberland,NC,28331
1461,1461,134432057,Treece,M,Artemiou,330,Walodman St,7b8,Montpelier,OH,43543
1461,17257,134431657,Treece,M,Artemiou,330,Waldman Street,7b8,Montpelier,OH,43543
1461,7307,134432057,Treece,M,Artemiou,330,Waldman Street,7b8,Montpelier,OH,43543
1464,14749,0,Patchen,J,Wielert,602,Grills Avenue,2p6,Algbany,NY,12206
1464,1464,0,Patchen,J,Wielert,602,Grills Avenue,2p6,Albany,NY,12206
1466,1466,0,Blanshard,H,Emir,819,Opaline Avenue,7p7,La Bolt,SD,57246
1467,1467,287735633,Tuyl,C,Metzger,414,Fulvia St,5q8,Jenison,MI,49429
1468,1468,406365001,B,B,Gattam,,PO Box 2028,,Houston,TX,77093
1468,15162,406315601,Bilal,B,Gatta,,PO Box 2028,,Houston,TX,77093
1470,1470,416017663,Blasing,Y,Logelin,,PO Box 1896,,Winfred,SD,57076
1471,13951,508377386,Madden,,Marcelle,211,Ladan Rd,5j0,Oberon,ND,58357
1471,7587,506371386,Madden,,Marcelle,78,Artz Parkway,6j5,Kamuela,HI,96743
1471,1471,506371386,Madden,,Marcelle,58,Artz Parkway,6j5,Kamuela,HI,96743
1474,1474,636760715,Finane,,Windrich,807,Tassy Ave,7t5,Kosrae,FM,96944
1474,10817,636760715,Finane,,Windrich,463,Combes Street,6.00E+01,Kosrae,FM,96944
1474,6392,636760715,Finane,,Windrich,463,Combes Street,6.00E+01,Kosrae,FM,96944
1477,1477,205311624,Scamporrino,Y,Olken,193,Schintgen St,8b6,Gary,SD,57237
1478,1478,328668142,Terrade,W,Jacqu,620,Ramil St,0v4,Wamsutter,WY,82336
1478,14273,326568142,Terrade,W,Jacqu,620,Ramil St,0v4,Wamsutter,WY,82336
1480,14452,276303355,Grib,U,Tailinh,36,aRnga Rd,3w5,Cahrleston,SC,29408
1480,1480,276303355,Grib,U,Tailinh,36,Ranga Rd,3w5,Charleston,SC,29408
1482,2404,174228321,Dropin,A,Wanda,,O Box 1804,,Monroeville,AL,36461
1482,1482,174228425,Dropin,A,Wanda,,PO Box 1804,,Monroeville,AL,36461
1484,1484,333485760,Cordon,U,Lanny,295,Knierim Avenue,8v3,North Fork,ID,83466
1485,9175,143382665,Sharad,C,Nishihara,,PO Box 3820,,Providence,RI,2902
1485,1485,153382625,Sharad,C,Nishihara,,PO Box 3820,,Providence,RI,2902
1487,1487,482762287,Minchey,U,Corkum,371,Bambara St,0z0,Jackson,MT,59736
1488,9197,0,Corvisieri,J,oukra,835,Ihns Ln,3d5,Brashear,MO,63533
1488,5421,0,Corvisieri,J,Boukra,835,Ihbs Ln,3d5,Brashear,MO,63533
1488,1488,0,Corvisieri,J,Boukra,835,Ihns Ln,3d5,Brashear,MO,63533
1491,8913,182635708,Antflick,M,Streicher,643,Halfaker Street,0v1,Callam Bay,WA,98326
1491,19197,182635708,Antflick,M,Streicher,643,Halfaker Street,0v1,Clallam Bay,WA,98326
1491,1491,182635708,Antflick,M,Streicher,643,Halfaker Street,0v1,Clallam Bay,WA,98326
1494,10915,748710073,Alrdic,,Wilmette,710,Tiwari Rd,6f6,Pittsford,MI,49271
1494,1494,748710073,Aldric,,Wilmette,511,Deighan Ave,1f8,Pittsford,MI,49271
1494,10888,748710073,Aldric,,Wilmette,730,Tiwari Rd,6f6,Pittsford,MI,49271
1497,1497,425105522,Casiano,Y,Helmfried,197,Husain Avenue,4o6,Mount Pulaski,IL,62548
1497,14585,425105522,Casiano,Y,Helmfried,197,Husain Avenue,4o6,Mount Pulaski,IL,62548
1499,1499,138368566,Moondog,Y,Burwell,55,Jevas Lane,5g3,San Juan,PR,920
1500,1500,333452478,Wayman,S,Prudaence,7,Butner Avenue,7q0,t George,MN,84770
1500,19152,333452478,Wayman,S,Prudence,7,Butner Avenue,7q0,St George,UT,84770
1502,1502,0,Dhawal,R,Amesse,,PO Box 2657,,West Thornton,NH,3285
1503,1503,275125188,Schabo,R,Demetra,834,Sarrdon Street,8.00E+02,Charlottesville,VA,22909
1504,1504,0,Weipert,O,Burd,,PO Box 4521,,Agana,GU,96928
1505,19263,0,Dilys,X,Ozawa,251,Waotz St,8f0,East Millinocket,ME,4430
1505,1505,0,Dilys,X,Ozawa,251,Waltz Street,8f0,East Millinocket,ME,4430
1507,1507,722155081,Papadopoulos,,Blostein,567,Nethersoel Street,2w3,Stamford,CT,6925
1507,12169,722152181,Papadopoulos,,Blostein,567,Nethersole Street,2w3,Stamford,CT,6925
1509,1509,467708863,Koeppen,V,Boyles,264,Huebener Road,6n6,Fork,SC,29543
1510,1510,787532800,Veerasa,N,Favreau,109,Engels Lane,1p5,Milbank,SD,57252
1511,1511,165507366,Wiprud,D,Farnjeng,569,Elmo Pkwy,3.00E+02,Waneta,KY,40488
1512,18951,435474147,Mclemore,,Gvrney,300,Birtca Ave,6u8,Hardesty,OK,73944
1512,18822,235476147,Mclemore,,Gurney,305,Birtch Ave,6u8,Hardesty,OK,73944
1512,1512,435474147,Mclemore,,Gurney,305,Birtch Ave,6u8,Hardesty,OK,73944
1515,1515,0,Fujita,D,Lanz,468,Whirpool Street,3u2,East Ely,NV,89315
1516,20762,155423648,Browen,P,oPrukker,317,Vekrzilli St,4j0,Colorado Springs,CO,80934
1516,16226,155423648,Browen,P,Prukker,317,Verzilli St,4j0,Colorado Springs,CO,80934
1516,1516,155423648,Browen,P,Prukker,317,Verzilli St,4j0,Colorado Springs,CO,80934
1519,17539,607311028,Pattynama,A,Kushnir,445,Kalinda Road,0s5,Kosrae,FM,96944
1519,1519,607311028,Pattynama,A,Kushnir,445,Kalinda Road,0s5,Kosrae,FM,96944
1519,8967,607311028,Pattynama,A,Kushnir,445,Kalinda Road,0s5,Kosrae,FM,96944
1522,1522,352521021,Lourdmary,A,Mcmannen,,PO Box 368,,Fort Wayne,IN,46898
1523,3506,738481346,Bollack,C,Urbshas,866,Orlandella Parkway,4m8,Mira,LA,71059
1523,1523,738486046,Bollack,C,Urbshas,866,Orlandella Parkway,4m8,Mira,LA,71059
1525,1525,344547857,Beaudoin,,Ester,920,Hoshino Lane,2b1,Ralston,IA,51459
1525,4598,344547857,Beaudoin,,Ester,920,Hoshino Lane,2b1,Ralston,IA,51459
1527,1527,665145608,Telesis,H,Jupri,,PO Box 2850,,Gerlach,NV,89412
1528,15317,271440247,Montero,K,Othelia,657,Greben Ave,6s7,West Eaton,NY,13484
1528,1528,271440247,Montero,K,Othelia,657,Gerben Ave,6s7,West Eaton,NY,13484
1530,1530,254782506,Brodie,R,Supper,954,Blaha Rd,2o2,Koosharem,UT,84744
1531,4206,0,Geiger,Y,Gick,599,Philly Ln,7f6,Katy,TX,77449
1531,1531,0,Geiger,Y,Gick,599,Philly Ln,7f6,Katy,TX,77449
1533,10604,0,Tymon,G,Macaraeg,1,Melchiorsen Avenue,0j8,Brandcamore,PA,19316
